PS1,PS2,PS3,PS4,PS5,PS6,VS1,EPS1,FS1,FS2,TS1,TS2,TS3,TS4,SE,CE,CP,CoolerCondition,ValveCondition,PumpLeakage,HydraulicAccumulator,Stable
189.92,165.65,10.5,0.0,8.46,8.415,0.799,2849.0,20.479,9.001,57.531000000000006,60.934,59.066,52.738,94.073,19.38,1.5290000000000001,3,90,2,100,0
189.66,165.56,10.227,0.8540000000000001,8.453,8.417,0.815,2861.8,20.479,9.006,57.543,60.937,59.093999999999994,52.762,95.11,19.713,1.5659999999999998,3,90,2,100,0
189.66,165.59,10.047,0.0,8.454,8.41,0.782,2855.0,20.479,8.991,57.543,60.968999999999994,59.082,52.816,94.113,19.547,1.5519999999999998,3,90,2,100,0
189.69,165.59,10.398,0.0,8.448,8.402999999999999,0.7859999999999999,2851.8,20.479,8.986,57.538999999999994,61.02,59.125,52.82,93.56700000000001,19.368,1.5319999999999998,3,100,2,100,0
189.69,165.56,10.562000000000001,0.7020000000000001,8.453,8.41,0.777,2853.0,20.479,9.001,57.598,61.02,59.163999999999994,52.832,93.699,19.547,1.554,3,100,2,100,0
189.73,165.62,10.242,0.599,8.452,8.407,0.774,2851.0,20.479,8.988,57.652,61.051,59.207,52.832,94.402,19.665,1.5490000000000002,3,100,2,100,0
189.99,165.64,10.078,0.366,8.451,8.406,0.78,2852.0,20.479,8.982999999999999,57.691,61.086000000000006,59.207,52.84,95.096,19.518,1.5419999999999998,3,100,2,100,0
189.66,165.92,10.617,0.0,8.448,8.402000000000001,0.775,2855.4,20.479,8.982000000000001,57.742,61.137,59.218999999999994,52.934,94.344,19.468,1.5490000000000002,3,100,2,100,0
189.68,165.61,10.648,0.0,8.453,8.408,0.762,2847.8,20.479,9.009,57.691,61.168,59.195,52.906000000000006,94.96700000000001,19.172,1.5230000000000001,3,100,2,100,0
189.66,165.72,10.539000000000001,0.0,8.443999999999999,8.395,0.779,2849.6,20.479,8.995,57.742,61.163999999999994,59.34,52.906000000000006,93.91799999999999,19.682000000000002,1.557,3,100,2,100,0
189.69,165.98,10.515999999999998,3.697,8.443,8.401,0.7659999999999999,2847.6,20.479,8.976,57.773,61.168,59.309,52.926,95.14,19.573,1.555,3,100,2,100,0
189.71,165.52,10.405999999999999,0.695,8.45,8.402999999999999,0.765,2847.8,20.479,8.978,57.77,61.168,59.233999999999995,52.922,93.676,19.174,1.5319999999999998,3,100,2,100,0
189.72,165.53,10.32,1.274,8.446,8.398,0.7759999999999999,2851.8,20.479,8.982999999999999,57.785,61.207,59.324,52.988,94.094,19.32,1.544,3,100,2,100,0
189.83,165.72,10.477,0.102,8.443999999999999,8.398,0.7879999999999999,2844.4,20.479,8.982000000000001,57.785,61.246,59.328,53.0,95.836,19.308,1.5430000000000001,3,100,1,100,1
189.79,165.64,10.68,0.0,8.441,8.395,0.787,2838.4,20.479,8.964,57.858999999999995,61.305,59.352,53.0,95.334,19.308,1.5490000000000002,3,73,1,100,0
189.85,165.64,10.422,0.0,8.441,8.396,0.773,2839.0,20.479,8.988,57.805,61.332,59.343999999999994,52.961000000000006,95.244,19.516,1.555,3,73,1,100,0
189.8,165.64,10.75,0.0,8.446,8.398,0.777,2841.4,20.479,8.978,57.879,61.293,59.363,52.988,94.74700000000001,19.529,1.5619999999999998,3,73,1,100,0
189.88,165.62,10.477,0.0,8.441,8.402999999999999,0.782,2839.2,20.479,8.984,57.875,61.332,59.379,53.0,94.902,19.657,1.568,3,73,1,100,0
189.77,165.64,10.43,0.0,8.443999999999999,8.399,0.775,2839.0,20.479,8.991,57.879,61.336000000000006,59.41,53.016000000000005,95.488,19.387999999999998,1.545,3,73,1,100,0
189.81,165.64,10.883,0.0,8.441,8.398,0.785,2835.2,20.479,8.994,57.934,61.343999999999994,59.371,53.012,94.927,19.465999999999998,1.5490000000000002,3,73,1,100,0
189.87,165.79,10.75,0.0,8.446,8.399,0.7659999999999999,2837.4,20.479,8.982999999999999,57.965,61.343999999999994,59.402,53.004,96.15100000000001,19.354,1.544,3,73,1,100,0
189.8,165.66,10.664000000000001,0.0,8.445,8.399,0.775,2839.2,20.479,8.986,57.945,61.375,59.41,53.066,94.955,19.442999999999998,1.5490000000000002,3,73,1,100,0
189.82,165.65,10.539000000000001,0.0,8.44,8.399,0.7829999999999999,2839.4,20.479,8.964,57.973,61.413999999999994,59.418,53.059,95.101,19.613,1.56,3,73,1,100,0
189.87,165.33,10.898,0.0,8.448,8.398,0.757,2839.4,20.479,8.991,58.133,61.832,59.5,53.059,77.99,19.53,1.5590000000000002,3,73,1,100,0
189.87,165.67,11.030999999999999,0.0,8.439,8.4,0.775,2843.2,20.479,8.995,57.934,61.805,59.406000000000006,53.016000000000005,95.213,19.4,1.551,3,80,1,100,0
189.85,165.83,10.68,0.0,8.448,8.406,0.76,2841.0,20.232,8.995,58.125,61.934,59.316,53.0,78.193,19.258,1.536,3,80,1,100,0
189.92,165.64,10.727,0.0,8.449,8.405,0.777,2843.4,20.479,8.996,57.809,61.848,59.328,52.992,94.66799999999999,19.505,1.545,3,80,1,100,0
189.85,165.59,10.844000000000001,0.0,8.464,8.415,0.76,2845.0,20.479,9.005,57.812,61.668,59.163999999999994,52.937,95.125,19.322,1.53,3,80,1,100,0
189.84,165.69,10.375,3.602,8.462,8.412,0.75,2841.2,19.801,9.005,57.965,61.871,59.16,52.84,78.229,19.422,1.5330000000000001,3,80,1,100,0
190.01,165.73,10.953,0.0,8.465,8.42,0.787,2841.4,20.479,9.003,57.703,61.777,59.163999999999994,52.84,95.609,19.519000000000002,1.55,3,80,1,100,0
189.85,165.75,10.937000000000001,0.0,8.467,8.418,0.789,2840.0,20.479,8.998,57.707,61.535,59.16,52.848,96.001,19.679000000000002,1.555,3,80,1,100,0
189.92,165.67,10.727,3.697,8.453,8.406,0.7879999999999999,2839.0,20.479,8.998,57.742,61.426,59.16,52.848,95.82,19.609,1.555,3,80,1,100,0
189.85,165.66,10.835999999999999,2.418,8.443999999999999,8.398,0.789,2829.8,20.479,8.995,57.738,61.358999999999995,59.133,52.832,96.912,19.399,1.5219999999999998,3,80,1,100,0
189.88,165.66,10.375,0.762,8.439,8.395,0.797,2827.2,20.479,8.979,57.715,61.336000000000006,59.242,52.84,96.197,19.677,1.547,3,80,1,100,0
189.83,165.62,10.969000000000001,0.552,8.433,8.392000000000001,0.789,2820.6,20.479,8.962,57.805,61.262,59.246,52.918,96.417,19.761,1.5490000000000002,3,90,1,100,0
189.79,165.59,10.242,0.0,8.436,8.39,0.7959999999999999,2820.4,20.479,8.975,57.805,61.273,59.355,52.926,95.67399999999999,19.574,1.5490000000000002,3,90,1,100,0
189.83,165.71,10.805,0.0,8.425,8.383,0.802,2821.4,20.479,8.96,57.793,61.293,59.367,53.0,95.809,19.702,1.556,3,90,1,100,0
189.88,165.98,10.703,0.0,8.427999999999999,8.389,0.799,2825.4,20.479,8.956,57.797,61.266000000000005,59.363,53.012,96.215,19.468,1.54,3,90,1,100,0
189.92,165.59,10.805,0.0,8.425,8.38,0.784,2823.8,20.479,8.962,57.805,61.288999999999994,59.352,53.004,95.712,19.487000000000002,1.5330000000000001,3,90,1,100,0
189.85,165.9,10.530999999999999,0.0,8.429,8.381,0.789,2827.8,20.479,8.964,57.875,61.328,59.406000000000006,53.059,95.073,19.454,1.541,3,90,1,100,0
189.88,165.79,11.023,2.099,8.424,8.384,0.794,2827.4,20.479,8.952,57.871,61.32,59.371,53.055,95.91,19.494,1.547,3,90,1,100,0
189.77,165.56,10.758,1.784,8.427,8.387,0.805,2827.4,20.479,8.962,57.891000000000005,61.348,59.406000000000006,53.078,95.205,19.494,1.546,3,90,1,100,0
189.82,165.87,10.539000000000001,0.0,8.425,8.379,0.8079999999999999,2825.4,20.479,8.954,57.913999999999994,61.41,59.402,53.043,95.561,19.483,1.548,3,90,1,100,0
189.82,165.66,10.828,0.9940000000000001,8.429,8.383,0.7759999999999999,2821.8,20.479,8.936,57.926,61.402,59.41,53.078,95.35700000000001,19.454,1.54,3,90,1,100,0
189.82,165.59,10.727,0.0,8.425,8.379,0.792,2828.4,20.479,8.942,57.968999999999994,61.413999999999994,59.406000000000006,53.038999999999994,96.055,19.386,1.53,3,100,1,100,0
189.88,165.62,10.937000000000001,2.764,8.423,8.378,0.789,2828.4,20.479,8.951,57.973,61.426,59.434,53.043,96.182,19.637,1.558,3,100,1,100,0
189.85,165.74,10.734000000000002,0.0,8.425,8.378,0.8170000000000001,2823.4,20.479,8.951,57.953,61.43,59.477,53.09,95.635,19.682000000000002,1.5730000000000002,3,100,1,100,0
189.87,165.8,10.922,2.737,8.424,8.378,0.7979999999999999,2821.8,20.479,8.965,57.957,61.43,59.492,53.066,96.25,19.634,1.56,3,100,1,100,0
189.87,165.77,10.530999999999999,3.858,8.42,8.377,0.792,2823.4,20.479,8.956,57.957,61.43,59.488,53.082,96.89200000000001,19.684,1.558,3,100,1,100,0
189.87,165.62,10.890999999999998,0.0,8.424,8.378,0.7959999999999999,2825.8,20.479,8.947000000000001,57.968999999999994,61.437,59.5,53.093999999999994,96.021,19.55,1.545,3,100,1,100,0
189.81,165.84,10.555,0.0,8.424,8.379,0.799,2827.4,20.479,8.942,57.965,61.441,59.492,53.098,95.48100000000001,19.436,1.544,3,100,1,100,0
189.82,165.64,10.68,0.0,8.418,8.378,0.792,2819.6,20.479,8.951,58.023,61.43,59.488,53.078,98.228,19.480999999999998,1.55,3,100,1,100,0
189.82,165.59,11.140999999999998,1.929,8.42,8.374,0.802,2819.8,20.479,8.945,58.023,61.453,59.527,53.145,95.927,19.499000000000002,1.561,3,100,1,100,0
189.88,165.59,10.562000000000001,0.0,8.427,8.376,0.7909999999999999,2821.6,20.479,8.943,58.038999999999994,61.504,59.538999999999994,53.09,96.04,19.535999999999998,1.5519999999999998,3,100,1,100,0
190.2,165.88,10.898,3.803,8.425,8.377,2.546,2815.4,20.325,8.949,58.207,61.934,59.483999999999995,53.055,81.708,19.592,1.554,3,100,0,100,1
190.26,165.56,11.102,0.0,8.425,8.384,1.4669999999999999,2813.6,20.479,8.94,58.102,62.105,59.483999999999995,53.082,81.616,19.660999999999998,1.5630000000000002,3,73,0,100,0
190.25,165.91,10.844000000000001,1.922,8.422,8.384,1.419,2815.6,20.479,8.959,57.957,62.038999999999994,59.477,53.027,98.25299999999999,19.538,1.555,3,73,0,100,0
190.19,165.82,10.609000000000002,4.285,8.429,8.388,1.847,2817.4,20.479,8.956,58.113,62.105,59.379,53.016000000000005,81.675,19.266,1.5290000000000001,3,73,0,100,0
190.28,166.22,11.383,0.0,8.429,8.385,1.5230000000000001,2817.6,20.479,8.956,58.023,62.176,59.316,52.992,81.567,19.257,1.518,3,73,0,100,0
190.31,165.98,10.585999999999999,0.0,8.436,8.392000000000001,1.422,2819.4,20.449,8.988999999999999,57.898,62.172,59.324,52.992,81.623,19.486,1.544,3,73,0,100,0
190.28,165.4,11.109000000000002,0.0,8.443,8.398,1.422,2815.4,20.479,8.984,57.858999999999995,62.148,59.218999999999994,52.91,81.385,19.416,1.5419999999999998,3,73,0,100,0
190.23,165.96,10.625,0.0,8.439,8.394,1.7369999999999999,2813.4,20.479,8.975,57.715,62.02,59.074,52.855,98.427,19.363,1.53,3,73,0,100,0
190.22,165.88,11.492,0.0,8.446,8.402999999999999,1.811,2814.6,20.479,8.976,57.957,61.945,59.07,52.816,81.567,19.226,1.5130000000000001,3,73,0,100,0
190.22,165.72,10.922,0.0,8.439,8.398,1.4240000000000002,2817.6,20.479,8.982999999999999,57.703,61.941,59.16,52.828,81.441,19.535999999999998,1.5430000000000001,3,73,0,100,0
190.31,165.98,11.172,0.0,8.446,8.402000000000001,1.2819999999999998,2819.6,20.479,8.993,57.633,61.941,59.066,52.766000000000005,81.628,19.416,1.5330000000000001,3,73,0,100,0
190.34,166.11,10.945,0.0,8.454,8.406,1.249,2821.6,19.832,8.988,57.621,61.934,58.977,52.75,81.523,19.182000000000002,1.514,3,80,0,100,0
190.3,165.72,10.773,0.0,8.455,8.406,1.2690000000000001,2821.8,19.682000000000002,8.988999999999999,57.531000000000006,61.926,58.918,52.727,81.874,19.269000000000002,1.5130000000000001,3,80,0,100,0
190.34,166.2,11.187000000000001,0.0,8.455,8.405,1.3769999999999998,2813.8,20.479,9.017000000000001,57.445,61.777,58.91,52.676,97.89200000000001,19.46,1.524,3,80,0,100,0
190.23,165.79,11.062000000000001,0.0,8.464,8.412,1.516,2817.4,20.04,9.004,57.613,61.723,58.816,52.608999999999995,81.513,19.381,1.517,3,80,0,100,0
190.22,165.93,11.109000000000002,6.523,8.46,8.412,1.189,2817.6,20.479,9.023,57.383,61.684,58.812,52.605,98.741,19.345,1.518,3,80,0,100,0
190.31,166.04,11.102,0.0,8.453,8.402000000000001,1.2570000000000001,2813.8,20.479,8.996,57.449,61.441,58.883,52.593999999999994,99.579,19.418,1.5219999999999998,3,80,0,100,0
190.23,165.73,10.953,0.0,8.454,8.405,1.3330000000000002,2813.6,19.654,8.996,57.676,61.672,58.883,52.593999999999994,81.654,19.482,1.528,3,80,0,100,0
190.27,165.83,11.219000000000001,0.0,8.455,8.406,1.287,2815.8,19.916,8.986,57.504,61.699,58.898,52.672,81.65100000000001,19.422,1.526,3,80,0,100,0
190.25,165.92,10.594000000000001,0.0,8.454,8.408,1.0859999999999999,2813.8,20.479,8.986,57.379,61.687,58.883,52.684,100.6,19.309,1.524,3,80,0,100,0
190.3,165.85,11.140999999999998,1.713,8.458,8.411,1.54,2813.6,19.623,8.991,57.605,61.684,58.871,52.672,81.783,19.324,1.516,3,80,0,100,0
190.28,165.88,11.187000000000001,0.0,8.455,8.415,1.273,2817.6,20.479,9.007,57.504,61.75,58.871,52.656000000000006,81.656,19.297,1.5190000000000001,3,90,0,100,0
190.23,165.83,10.594000000000001,0.0,8.463,8.413,1.089,2820.0,19.767,9.007,57.488,61.77,58.871,52.582,81.308,19.373,1.517,3,90,0,100,0
190.35,165.9,11.414000000000001,0.0,8.462,8.424,1.051,2817.4,20.430999999999997,8.998,57.371,61.742,58.773,52.578,81.771,19.247,1.5119999999999998,3,90,0,100,0
190.36,166.16,11.109000000000002,0.0,8.464,8.415,1.172,2825.0,20.479,9.007,57.288999999999994,61.672,58.695,52.543,98.30799999999999,19.073,1.49,3,90,0,100,0
190.23,166.01,10.664000000000001,0.0,8.474,8.425,1.321,2823.0,20.479,9.009,57.367,61.398,58.691,52.516000000000005,99.751,19.142,1.5,3,90,0,100,0
190.17,165.48,11.0,0.0,8.467,8.42,1.31,2818.2,20.479,9.014,57.608999999999995,61.602,58.687,52.516000000000005,81.513,19.069000000000003,1.4980000000000002,3,90,0,100,0
190.35,165.93,11.219000000000001,0.0,8.458,8.417,1.107,2821.8,19.573,9.004,57.371,61.672,58.867,52.535,81.418,19.577,1.546,3,90,0,100,0
190.31,166.1,11.172,0.0,8.463,8.415,1.012,2817.6,19.555999999999997,9.007,57.383,61.684,58.676,52.543,81.36,19.16,1.505,3,90,0,100,0
190.37,166.18,10.789000000000001,3.695,8.464,8.424,1.041,2819.0,20.479,9.016,57.301,61.613,58.715,52.504,98.986,19.18,1.5019999999999998,3,90,0,100,0
190.3,166.34,10.805,8.663,8.465,8.42,1.3119999999999998,2821.0,19.778,9.021,57.504,61.66,58.668,52.496,81.387,19.324,1.5119999999999998,3,90,0,100,0
190.34,166.12,11.273,0.0,8.469,8.422,1.082,2819.6,20.479,9.006,57.301,61.68,58.687,52.5,80.96600000000001,19.285999999999998,1.515,3,100,0,100,0
190.33,165.88,10.672,0.0,8.472000000000001,8.425,1.069,2825.6,20.479,9.017999999999999,57.277,61.668,58.637,52.43,81.73100000000001,19.382,1.521,3,100,0,100,0
190.31,165.96,10.57,0.0,8.467,8.423,1.087,2817.6,20.387,9.016,57.129,61.52,58.543,52.43,69.923,19.285999999999998,1.5090000000000001,3,100,0,100,0
190.42,165.69,10.335999999999999,0.0,8.462,8.415,1.515,2819.8,19.701,9.017999999999999,57.387,61.426,58.687,52.483999999999995,80.85300000000001,19.427,1.521,3,100,0,100,0
190.33,165.92,10.805,0.0,8.462,8.422,1.244,2817.4,20.389,9.009,57.288999999999994,61.492,58.648,52.5,81.57,19.302,1.514,3,100,0,100,0
190.26,166.04,10.780999999999999,0.0,8.457,8.42,0.937,2819.0,20.479,9.009,57.129,61.426,58.637,52.496,97.61399999999999,19.215,1.5030000000000001,3,100,0,100,0
190.22,165.81,10.555,0.0,8.469,8.422,1.1640000000000001,2815.4,20.351,9.003,57.387,61.437,58.547,52.41,81.584,19.085,1.493,3,100,0,100,0
190.27,166.0,10.460999999999999,0.0,8.469,8.425,1.172,2823.0,20.479,9.006,57.207,61.426,58.621,52.41,97.876,19.386,1.526,3,100,0,100,0
190.2,165.87,10.780999999999999,0.0,8.472000000000001,8.425,1.524,2817.0,20.316,9.011000000000001,57.383,61.453,58.547,52.418,81.653,18.968,1.494,3,100,0,100,0
190.31,165.84,10.812000000000001,4.354,8.47,8.424,1.182,2816.0,20.479,9.016,57.277,61.535,58.676,52.418,81.402,19.464000000000002,1.534,3,100,0,100,0
190.36,165.59,10.390999999999998,0.0,8.468,8.422,1.556,2819.4,19.624000000000002,9.017000000000001,57.288999999999994,61.586000000000006,58.543,52.43,79.533,19.19,1.5030000000000001,3,100,0,90,1
190.3,165.88,10.352,0.0,8.47,8.422,1.16,2821.4,19.779,9.017999999999999,57.121,61.449,58.461000000000006,52.352,79.37,19.072,1.49,3,100,0,90,1
190.3,165.84,10.617,0.0,8.47,8.425,0.968,2822.4,19.762999999999998,9.031,57.117,61.43,58.473,52.332,79.473,19.012999999999998,1.489,3,100,0,90,1
190.44,165.91,10.484000000000002,0.0,8.48,8.432,1.1640000000000001,2823.4,20.133,9.027000000000001,57.113,61.437,58.398,52.332,79.86,19.028,1.494,3,100,0,90,1
190.44,165.79,10.117,0.434,8.484,8.436,1.0290000000000001,2815.6,19.746,9.032,56.945,61.43,58.316,52.218999999999994,79.916,19.271,1.504,3,100,0,90,1
190.37,165.93,10.617,0.0,8.482999999999999,8.434,1.1520000000000001,2817.6,19.864,9.033,56.953,61.383,58.305,52.172,79.956,19.227999999999998,1.5019999999999998,3,100,0,90,1
190.34,166.0,10.18,0.0,8.486,8.441,1.02,2818.2,20.024,9.043,56.875,61.32,58.312,52.16,79.858,19.250999999999998,1.506,3,100,0,90,1
190.36,166.09,10.664000000000001,0.0,8.491,8.443,1.1340000000000001,2817.6,19.874000000000002,9.046,56.863,61.266000000000005,58.141000000000005,52.102,79.76899999999999,19.067999999999998,1.495,3,100,0,90,1
190.38,166.32,10.539000000000001,1.041,8.497,8.445,0.9590000000000001,2819.6,19.953,9.039,56.773,61.184,58.062,52.02,79.857,19.328,1.507,3,100,0,90,1
190.35,166.0,10.43,0.22899999999999998,8.497,8.446,0.929,2823.4,20.128,9.042,56.788999999999994,61.172,58.062,51.941,79.919,19.357,1.51,3,100,0,90,1
190.33,165.67,10.530999999999999,0.0,8.492,8.441,0.8079999999999999,2851.4,20.479,9.062999999999999,56.602,61.117,58.047,51.93,92.241,20.302,1.581,3,100,2,90,1
189.98,165.65,10.234,0.428,8.499,8.449,0.818,2849.6,20.479,9.089,56.441,60.68,57.953,51.922,93.62,19.999000000000002,1.5490000000000002,3,73,2,90,0
189.84,165.79,10.625,1.101,8.506,8.457,0.8,2851.4,20.479,9.064,56.441,60.465,57.965,51.812,90.40700000000001,20.3,1.577,3,73,2,90,0
189.8,165.59,10.445,0.483,8.5,8.447000000000001,0.8009999999999999,2849.6,20.479,9.052999999999999,56.449,60.343999999999994,58.047,51.828,90.59299999999999,20.708000000000002,1.6019999999999999,3,73,2,90,0
189.8,165.56,10.390999999999998,0.355,8.492,8.449,0.8220000000000001,2847.6,20.479,9.045,56.437,60.324,58.059,51.913999999999994,93.443,20.774,1.62,3,73,2,90,0
189.84,165.49,10.335999999999999,0.24100000000000002,8.491,8.439,0.802,2845.6,20.479,9.038,56.608999999999995,60.262,58.059,51.957,90.28399999999999,20.668000000000003,1.605,3,73,2,90,0
189.81,165.52,10.530999999999999,0.0,8.482999999999999,8.439,0.795,2845.4,20.479,9.049,56.593999999999994,60.254,58.211000000000006,52.008,92.89200000000001,20.615,1.615,3,73,2,90,0
189.83,165.49,10.508,0.0,8.487,8.436,0.845,2843.6,19.973,9.047,56.602,60.215,58.223,52.086000000000006,65.587,21.053,1.632,3,73,2,90,0
189.83,165.64,9.969,8.649,8.482999999999999,8.436,0.85,2847.6,20.479,9.039,56.608999999999995,60.105,58.305,52.038999999999994,93.73200000000001,20.851,1.629,3,73,2,90,0
189.71,165.69,10.562000000000001,0.0,8.476,8.429,0.802,2845.4,20.479,9.023,56.77,60.18,58.449,52.172,90.473,19.584,1.53,3,73,2,90,0
189.73,165.54,10.367,6.392,8.472000000000001,8.423,0.805,2845.4,20.479,9.014,56.84,60.301,58.465,52.316,91.22200000000001,19.504,1.526,3,73,2,90,0
189.71,165.51,10.32,2.688,8.47,8.425,0.794,2847.6,20.479,9.014,56.863,60.343999999999994,58.531000000000006,52.343999999999994,90.325,19.266,1.505,3,80,2,90,0
189.77,165.51,10.422,0.0,8.469,8.42,0.802,2846.6,19.397000000000002,9.004,56.867,60.336000000000006,58.629,52.402,65.536,19.305999999999997,1.518,3,80,2,90,0
189.77,165.56,10.187000000000001,8.644,8.455,8.413,0.821,2843.8,20.414,8.991,56.996,60.324,58.718999999999994,52.488,90.831,19.527,1.546,3,80,2,90,0
189.77,165.62,10.405999999999999,0.0,8.453,8.407,0.8029999999999999,2843.4,20.194000000000003,8.998,57.093999999999994,60.445,58.723,52.5,92.197,19.362000000000002,1.526,3,80,2,90,0
189.73,165.54,10.727,0.5379999999999999,8.457,8.413,0.821,2841.4,20.249000000000002,8.985,57.215,60.559,58.867,52.562,91.579,19.385,1.544,3,80,2,90,0
189.74,165.57,10.57,2.048,8.455,8.417,0.8270000000000001,2842.6,20.479,8.994,57.273,60.593999999999994,58.895,52.562,91.431,19.453,1.5419999999999998,3,80,2,90,0
189.71,165.59,10.789000000000001,0.887,8.454,8.408,0.807,2843.4,20.479,8.991,57.281000000000006,60.602,58.891000000000005,52.562,91.20299999999999,19.371,1.538,3,80,2,90,0
189.77,165.59,10.695,0.0,8.443,8.405,0.7959999999999999,2843.6,20.453,8.986,57.288999999999994,60.691,58.891000000000005,52.574,91.383,19.484,1.541,3,80,2,90,0
189.77,165.56,10.280999999999999,0.0,8.445,8.399,0.802,2837.6,20.385,8.979,57.293,60.75,58.879,52.578,90.844,19.305,1.521,3,80,2,90,0
189.87,165.62,10.312000000000001,0.0,8.451,8.405,0.787,2841.4,20.479,8.969,57.383,60.937,58.871,52.574,91.654,19.224,1.528,3,80,2,90,0
189.77,164.01,10.133,0.0,8.448,8.408,0.782,2836.6,20.266,8.996,57.52,61.281000000000006,58.867,52.645,75.96300000000001,19.221,1.521,3,90,2,90,0
189.93,165.66,9.992,0.0,8.453,8.408,0.805,2840.4,20.479,8.988999999999999,57.301,61.238,58.855,52.59,91.11399999999999,19.275,1.5319999999999998,3,90,2,90,0
189.8,165.88,10.422,5.652,8.452,8.405,0.8,2839.6,20.479,8.996,57.281000000000006,61.098,58.785,52.59,91.11399999999999,19.054000000000002,1.514,3,90,2,90,0
189.81,165.74,10.375,6.849,8.452,8.411,0.807,2842.6,19.057000000000002,8.986,57.367,61.031000000000006,58.773,52.578,65.592,19.131,1.506,3,90,2,90,0
189.8,165.48,16.047,8.647,8.453,8.405,0.9440000000000001,2845.6,20.479,8.979,57.379,60.887,58.961000000000006,52.648,90.90799999999999,19.309,1.541,3,90,2,90,0
189.73,165.63,10.352,8.652000000000001,8.457,8.408,0.784,2839.6,20.340999999999998,8.98,57.371,61.008,58.957,52.668,92.29700000000001,19.355999999999998,1.545,3,90,2,90,0
189.79,165.62,10.023,2.7510000000000003,8.453,8.413,0.773,2841.6,19.005,8.971,57.516000000000005,61.348,58.879,52.66,75.832,19.144000000000002,1.5230000000000001,3,90,2,90,0
189.82,165.77,10.43,3.483,8.458,8.41,0.7979999999999999,2841.8,20.334,8.972999999999999,57.273,61.343999999999994,58.867,52.59,92.68299999999999,19.137999999999998,1.515,3,90,2,90,0
189.77,165.64,10.43,0.0,8.46,8.413,0.795,2841.6,20.414,8.978,57.358999999999995,61.156000000000006,58.785,52.59,92.491,19.038,1.4980000000000002,3,90,2,90,0
189.75,165.65,10.258,0.0,8.455,8.411,0.795,2841.6,20.269000000000002,8.987,57.348,61.035,58.867,52.593999999999994,92.141,19.215,1.5230000000000001,3,90,2,90,0
189.71,165.79,10.227,0.0,8.457,8.406,0.8,2839.4,20.392,8.971,57.355,61.016000000000005,58.879,52.602,90.925,19.135,1.521,3,100,2,90,0
189.73,165.69,10.664000000000001,0.0,8.454,8.408,0.802,2839.6,20.347,8.984,57.355,60.937,58.895,52.672,91.12700000000001,19.137,1.5230000000000001,3,100,2,90,0
189.66,165.81,10.609000000000002,0.0,8.458,8.406,0.8,2841.4,20.402,8.969,57.422,60.937,58.957,52.672,91.17399999999999,19.274,1.531,3,100,2,90,0
189.77,165.63,10.390999999999998,0.32,8.457,8.41,0.7709999999999999,2837.8,19.824,8.985,57.512,61.328,58.965,52.75,75.62,19.095,1.518,3,100,2,90,0
189.84,165.62,10.375,0.0,8.455,8.408,0.792,2843.2,20.444000000000003,8.972999999999999,57.332,61.328,58.895,52.672,93.251,19.147000000000002,1.5219999999999998,3,100,2,90,0
189.72,165.74,10.187000000000001,0.46,8.46,8.418,0.785,2839.6,20.430999999999997,8.988,57.371,61.137,58.891000000000005,52.672,91.012,19.105,1.5330000000000001,3,100,2,90,0
189.77,165.77,10.335999999999999,0.0,8.45,8.406,0.7959999999999999,2841.8,20.479,8.982999999999999,57.445,61.086000000000006,58.895,52.66,91.52600000000001,19.178,1.5230000000000001,3,100,2,90,0
189.73,165.75,10.539000000000001,1.02,8.454,8.405,0.797,2841.4,20.479,8.976,57.434,61.02,58.91,52.668,91.406,19.206,1.524,3,100,2,90,0
189.63,165.49,10.289000000000001,0.0,8.45,8.406,0.8009999999999999,2843.4,20.427,8.976,57.445,60.953,58.906000000000006,52.66,91.835,19.211,1.525,3,100,2,90,0
189.68,165.52,10.312000000000001,0.616,8.448,8.399,0.8029999999999999,2843.4,20.479,8.966000000000001,57.449,60.953,58.977,52.656000000000006,91.146,19.416,1.5530000000000002,3,100,2,90,0
189.85,165.72,10.312000000000001,0.0,8.443,8.399,0.7959999999999999,2833.4,20.479,8.958,57.449,60.937,58.977,52.66,92.971,19.451,1.551,3,100,1,90,1
189.8,165.63,10.664000000000001,0.0,8.443,8.396,0.785,2827.6,20.479,8.956,57.52,60.977,59.074,52.723,92.90899999999999,19.146,1.527,3,73,1,90,0
189.77,165.69,11.0,0.0,8.446,8.398,0.7959999999999999,2827.6,20.433,8.976,57.516000000000005,61.008,59.082,52.75,94.25399999999999,19.375,1.551,3,73,1,90,0
189.83,165.65,10.445,0.0,8.442,8.399,0.7809999999999999,2827.6,20.479,8.967,57.531000000000006,61.004,59.086000000000006,52.75,92.655,19.545,1.569,3,73,1,90,0
189.83,165.65,10.477,0.0,8.439,8.398,0.785,2827.4,20.479,8.956,57.543,61.02,59.07,52.754,93.73100000000001,19.094,1.5330000000000001,3,73,1,90,0
189.88,165.65,10.445,0.0,8.443,8.399,0.782,2827.6,20.479,8.949,57.538999999999994,61.07,59.074,52.766000000000005,93.67399999999999,19.064,1.5290000000000001,3,73,1,90,0
189.82,163.67,10.258,0.0,8.446,8.4,0.779,2827.6,20.012999999999998,8.975,57.699,61.437,59.093999999999994,52.773,77.331,19.262999999999998,1.531,3,73,1,90,0
